ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
169497,2020,May,Thursday,12,Overdose,Yes,No,NSA,NSA
169498,2020,May,Thursday,13,Person in Crisis,No,No,NSA,NSA
169499,2020,May,Thursday,17,Person in Crisis,No,No,NSA,NSA
169500,2020,May,Thursday,19,Person in Crisis,No,No,NSA,NSA
169501,2020,May,Thursday,18,Suicide-related,No,No,NSA,NSA
169502,2020,May,Thursday,9,Person in Crisis,No,No,NSA,NSA
169503,2020,May,Thursday,12,Person in Crisis,Yes,No,NSA,NSA
169504,2020,May,Thursday,17,Suicide-related,No,No,NSA,NSA
169505,2020,May,Thursday,2,Person in Crisis,No,No,NSA,NSA
169506,2020,May,Thursday,18,Person in Crisis,No,No,NSA,NSA
169507,2020,May,Thursday,18,Person in Crisis,No,No,NSA,NSA
169508,2020,May,Thursday,16,Person in Crisis,Yes,Yes,NSA,NSA
169509,2020,May,Thursday,2,Person in Crisis,Yes,Yes,NSA,NSA
169510,2020,May,Thursday,8,Person in Crisis,No,No,NSA,NSA
169511,2020,May,Thursday,19,Person in Crisis,No,No,NSA,NSA
169512,2020,May,Thursday,23,Suicide-related,Yes,No,NSA,NSA
169513,2020,May,Thursday,10,Person in Crisis,Yes,Yes,NSA,NSA
169514,2020,May,Thursday,20,Person in Crisis,No,No,NSA,NSA
169515,2020,May,Thursday,8,Person in Crisis,No,No,NSA,NSA
169516,2020,May,Thursday,18,Suicide-related,No,No,NSA,NSA
169517,2020,May,Thursday,11,Person in Crisis,No,No,NSA,NSA
169707,2020,May,Sunday,16,Overdose,No,No,NSA,NSA
169708,2020,May,Sunday,1,Suicide-related,Yes,No,NSA,NSA
169709,2020,May,Sunday,20,Suicide-related,Yes,Yes,NSA,NSA
169710,2020,May,Sunday,21,Person in Crisis,No,No,NSA,NSA
169711,2020,May,Sunday,0,Overdose,No,No,NSA,NSA
169712,2020,May,Sunday,18,Suicide-related,No,No,NSA,NSA
169713,2020,May,Sunday,13,Suicide-related,No,No,NSA,NSA
169714,2020,May,Sunday,14,Suicide-related,No,No,NSA,NSA
169715,2020,May,Sunday,19,Person in Crisis,No,No,NSA,NSA
169716,2020,May,Sunday,9,Suicide-related,Yes,Yes,NSA,NSA
169717,2020,May,Sunday,7,Person in Crisis,No,No,NSA,NSA
169718,2020,May,Sunday,0,Suicide-related,Yes,No,NSA,NSA
169719,2020,May,Sunday,5,Overdose,Yes,No,NSA,NSA
169720,2020,May,Sunday,0,Overdose,Yes,No,NSA,NSA
169721,2020,May,Sunday,10,Person in Crisis,No,No,NSA,NSA
169722,2020,May,Sunday,23,Overdose,Yes,No,NSA,NSA
169723,2020,May,Sunday,0,Person in Crisis,No,No,NSA,NSA
169724,2020,May,Sunday,2,Suicide-related,No,No,NSA,NSA
169725,2020,May,Sunday,15,Overdose,Yes,No,NSA,NSA
169726,2020,May,Sunday,1,Suicide-related,No,No,NSA,NSA
169727,2020,May,Sunday,23,Person in Crisis,Yes,Yes,NSA,NSA
169728,2020,May,Sunday,12,Overdose,No,No,NSA,NSA
169729,2020,May,Sunday,18,Person in Crisis,No,No,NSA,NSA
169730,2020,May,Sunday,3,Person in Crisis,No,No,NSA,NSA
169731,2020,May,Sunday,5,Person in Crisis,No,No,NSA,NSA
169732,2020,May,Sunday,23,Person in Crisis,No,No,NSA,NSA
169733,2020,May,Sunday,23,Suicide-related,Yes,No,NSA,NSA
169734,2020,May,Sunday,17,Suicide-related,Yes,Yes,NSA,NSA
169735,2020,May,Sunday,4,Suicide-related,No,No,NSA,NSA
169736,2020,May,Sunday,12,Person in Crisis,Yes,Yes,NSA,NSA
169737,2020,May,Sunday,6,Overdose,No,No,NSA,NSA
169738,2020,May,Sunday,15,Person in Crisis,No,No,NSA,NSA
169739,2020,May,Sunday,10,Person in Crisis,No,No,NSA,NSA
169740,2020,May,Sunday,19,Person in Crisis,No,No,NSA,NSA
169741,2020,May,Sunday,23,Person in Crisis,No,No,NSA,NSA
169742,2020,May,Sunday,18,Person in Crisis,No,No,NSA,NSA
169743,2020,May,Sunday,3,Suicide-related,No,No,NSA,NSA
169744,2020,May,Sunday,15,Suicide-related,Yes,Yes,NSA,NSA
169745,2020,May,Sunday,13,Person in Crisis,No,No,NSA,NSA
169746,2020,May,Sunday,19,Person in Crisis,Yes,Yes,NSA,NSA
169747,2020,May,Sunday,19,Person in Crisis,Yes,Yes,NSA,NSA
169748,2020,May,Sunday,0,Person in Crisis,No,No,NSA,NSA
169749,2020,May,Sunday,8,Person in Crisis,No,No,NSA,NSA
169750,2020,May,Sunday,7,Overdose,Yes,Yes,NSA,NSA
169751,2020,May,Sunday,19,Suicide-related,No,No,NSA,NSA
169752,2020,May,Sunday,17,Overdose,Yes,No,NSA,NSA
169753,2020,May,Sunday,11,Suicide-related,Yes,No,NSA,NSA
169754,2020,May,Sunday,16,Person in Crisis,No,No,NSA,NSA
169755,2020,May,Sunday,14,Suicide-related,No,No,NSA,NSA
169756,2020,May,Sunday,4,Person in Crisis,No,No,NSA,NSA
169757,2020,May,Sunday,1,Overdose,No,No,NSA,NSA
169758,2020,May,Sunday,20,Person in Crisis,No,No,NSA,NSA
169759,2020,May,Sunday,5,Person in Crisis,Yes,Yes,NSA,NSA
169760,2020,May,Sunday,22,Overdose,Yes,No,NSA,NSA
169761,2020,May,Sunday,0,Person in Crisis,No,No,NSA,NSA
169762,2020,May,Sunday,19,Person in Crisis,No,No,NSA,NSA
169763,2020,May,Sunday,22,Overdose,Yes,No,NSA,NSA
169764,2020,May,Sunday,14,Person in Crisis,No,No,NSA,NSA
169765,2020,May,Sunday,13,Suicide-related,No,No,NSA,NSA
169766,2020,May,Sunday,16,Suicide-related,Yes,No,NSA,NSA
169767,2020,May,Sunday,16,Person in Crisis,No,No,NSA,NSA
169768,2020,May,Sunday,14,Person in Crisis,No,No,NSA,NSA
169769,2020,May,Sunday,20,Suicide-related,Yes,Yes,NSA,NSA
169770,2020,May,Sunday,3,Overdose,Yes,Yes,NSA,NSA
169771,2020,May,Sunday,8,Person in Crisis,No,No,NSA,NSA
169772,2020,May,Sunday,10,Overdose,No,No,NSA,NSA
169773,2020,May,Sunday,21,Person in Crisis,No,No,NSA,NSA
169774,2020,May,Sunday,15,Overdose,No,No,NSA,NSA
169775,2020,May,Sunday,13,Suicide-related,No,No,NSA,NSA
170149,2020,May,Friday,14,Person in Crisis,No,No,NSA,NSA
170150,2020,May,Friday,17,Person in Crisis,No,No,NSA,NSA
170151,2020,May,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
170152,2020,May,Friday,19,Person in Crisis,Yes,No,NSA,NSA
170153,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170154,2020,May,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
170155,2020,May,Friday,1,Suicide-related,No,No,NSA,NSA
170156,2020,May,Friday,13,Person in Crisis,No,No,NSA,NSA
170157,2020,May,Friday,21,Person in Crisis,No,No,NSA,NSA
170158,2020,May,Friday,19,Suicide-related,No,No,NSA,NSA
170159,2020,May,Friday,22,Person in Crisis,No,No,NSA,NSA
170160,2020,May,Friday,17,Person in Crisis,No,No,NSA,NSA
170161,2020,May,Friday,13,Person in Crisis,No,No,NSA,NSA
170162,2020,May,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
170163,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170164,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170165,2020,May,Friday,14,Suicide-related,Yes,Yes,NSA,NSA
170166,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170167,2020,May,Friday,9,Person in Crisis,No,No,NSA,NSA
170168,2020,May,Friday,16,Overdose,Yes,No,NSA,NSA
170169,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170170,2020,May,Friday,5,Overdose,No,No,NSA,NSA
170171,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170172,2020,May,Friday,5,Person in Crisis,Yes,Yes,NSA,NSA
170173,2020,May,Friday,11,Person in Crisis,No,No,NSA,NSA
170174,2020,May,Friday,7,Person in Crisis,No,No,NSA,NSA
170175,2020,May,Friday,17,Suicide-related,Yes,Yes,NSA,NSA
170176,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170177,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170178,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170179,2020,May,Friday,13,Overdose,No,No,NSA,NSA
170180,2020,May,Friday,18,Suicide-related,No,No,NSA,NSA
170181,2020,May,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
170182,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170183,2020,May,Friday,15,Suicide-related,Yes,Yes,NSA,NSA
170184,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170185,2020,May,Friday,19,Person in Crisis,Yes,Yes,NSA,NSA
170186,2020,May,Friday,6,Person in Crisis,Yes,No,NSA,NSA
170187,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170188,2020,May,Friday,10,Person in Crisis,Yes,Yes,NSA,NSA
170189,2020,May,Friday,19,Suicide-related,Yes,No,NSA,NSA
170190,2020,May,Friday,0,Person in Crisis,Yes,Yes,NSA,NSA
170191,2020,May,Friday,22,Suicide-related,Yes,No,NSA,NSA
170192,2020,May,Friday,22,Person in Crisis,No,No,NSA,NSA
170193,2020,May,Friday,18,Suicide-related,Yes,Yes,NSA,NSA
170194,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170195,2020,May,Friday,22,Overdose,No,No,NSA,NSA
170196,2020,May,Friday,5,Suicide-related,No,No,NSA,NSA
170197,2020,May,Friday,0,Person in Crisis,No,No,NSA,NSA
170198,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170199,2020,May,Friday,15,Person in Crisis,No,No,NSA,NSA
170200,2020,May,Friday,23,Overdose,No,No,NSA,NSA
170201,2020,May,Friday,15,Suicide-related,Yes,No,NSA,NSA
170202,2020,May,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
170203,2020,May,Friday,11,Person in Crisis,No,No,NSA,NSA
170204,2020,May,Friday,0,Person in Crisis,No,No,NSA,NSA
170205,2020,May,Friday,22,Suicide-related,No,No,NSA,NSA
170206,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170207,2020,May,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
170208,2020,May,Friday,18,Overdose,No,No,NSA,NSA
170209,2020,May,Friday,23,Person in Crisis,No,No,NSA,NSA
170210,2020,May,Friday,9,Person in Crisis,No,No,NSA,NSA
170211,2020,May,Friday,19,Suicide-related,Yes,No,NSA,NSA
170212,2020,May,Friday,18,Person in Crisis,No,No,NSA,NSA
170213,2020,May,Friday,15,Person in Crisis,No,No,NSA,NSA
170214,2020,May,Friday,17,Person in Crisis,Yes,No,NSA,NSA
170215,2020,May,Friday,21,Suicide-related,Yes,No,NSA,NSA
170216,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170217,2020,May,Friday,7,Overdose,No,No,NSA,NSA
170218,2020,May,Friday,14,Person in Crisis,Yes,Yes,NSA,NSA
170219,2020,May,Friday,13,Suicide-related,No,No,NSA,NSA
170220,2020,May,Friday,14,Person in Crisis,No,No,NSA,NSA
170221,2020,May,Friday,20,Overdose,No,No,NSA,NSA
170222,2020,May,Friday,0,Person in Crisis,No,No,NSA,NSA
170223,2020,May,Friday,15,Suicide-related,Yes,No,NSA,NSA
170224,2020,May,Friday,6,Suicide-related,No,No,NSA,NSA
170225,2020,May,Friday,8,Suicide-related,Yes,Yes,NSA,NSA
170226,2020,May,Friday,22,Suicide-related,No,No,NSA,NSA
170227,2020,May,Friday,19,Suicide-related,No,No,NSA,NSA
170228,2020,May,Friday,17,Suicide-related,No,No,NSA,NSA
170229,2020,May,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
170230,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170231,2020,May,Friday,19,Suicide-related,No,No,NSA,NSA
170232,2020,May,Friday,4,Person in Crisis,Yes,Yes,NSA,NSA
170233,2020,May,Friday,1,Person in Crisis,No,No,NSA,NSA
170234,2020,May,Friday,12,Suicide-related,No,No,NSA,NSA
170235,2020,May,Friday,21,Suicide-related,Yes,Yes,NSA,NSA
170236,2020,May,Friday,10,Suicide-related,Yes,Yes,NSA,NSA
170237,2020,May,Friday,8,Person in Crisis,No,No,NSA,NSA
170776,2020,May,Friday,15,Overdose,Yes,No,NSA,NSA
170777,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170778,2020,May,Friday,21,Suicide-related,No,No,NSA,NSA
170779,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170780,2020,May,Friday,21,Person in Crisis,No,No,NSA,NSA
170781,2020,May,Friday,19,Person in Crisis,No,No,NSA,NSA
170782,2020,May,Friday,20,Suicide-related,No,No,NSA,NSA
170783,2020,May,Friday,14,Person in Crisis,No,No,NSA,NSA
170784,2020,May,Friday,2,Suicide-related,Yes,Yes,NSA,NSA
170785,2020,May,Friday,8,Suicide-related,Yes,No,NSA,NSA
170786,2020,May,Friday,20,Person in Crisis,No,No,NSA,NSA
170787,2020,May,Friday,7,Person in Crisis,Yes,Yes,NSA,NSA
170788,2020,May,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
170789,2020,May,Friday,12,Person in Crisis,Yes,No,NSA,NSA
170790,2020,May,Friday,13,Suicide-related,No,No,NSA,NSA
170791,2020,May,Friday,15,Person in Crisis,No,No,NSA,NSA
170792,2020,May,Friday,17,Person in Crisis,No,No,NSA,NSA
170793,2020,May,Friday,7,Person in Crisis,No,No,NSA,NSA
170794,2020,May,Friday,12,Person in Crisis,Yes,Yes,NSA,NSA
170795,2020,May,Friday,21,Overdose,No,No,NSA,NSA
170796,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170797,2020,May,Friday,4,Person in Crisis,Yes,No,NSA,NSA
170798,2020,May,Friday,9,Suicide-related,Yes,No,NSA,NSA
170799,2020,May,Friday,18,Person in Crisis,No,No,NSA,NSA
170800,2020,May,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
170801,2020,May,Friday,1,Person in Crisis,No,No,NSA,NSA
170802,2020,May,Friday,14,Person in Crisis,Yes,Yes,NSA,NSA
170803,2020,May,Friday,14,Person in Crisis,No,No,NSA,NSA
170804,2020,May,Friday,23,Suicide-related,Yes,No,NSA,NSA
170805,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170806,2020,May,Friday,17,Suicide-related,Yes,Yes,NSA,NSA
170807,2020,May,Friday,18,Suicide-related,Yes,No,NSA,NSA
170808,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170809,2020,May,Friday,2,Person in Crisis,No,No,NSA,NSA
170810,2020,May,Friday,14,Person in Crisis,Yes,Yes,NSA,NSA
170811,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170812,2020,May,Friday,18,Suicide-related,No,No,NSA,NSA
170813,2020,May,Friday,12,Person in Crisis,No,No,NSA,NSA
170814,2020,May,Friday,14,Overdose,Yes,No,NSA,NSA
170815,2020,May,Friday,0,Person in Crisis,No,No,NSA,NSA
170816,2020,May,Friday,12,Overdose,Yes,No,NSA,NSA
170817,2020,May,Friday,10,Person in Crisis,No,No,NSA,NSA
170818,2020,May,Friday,11,Suicide-related,No,No,NSA,NSA
170819,2020,May,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
170820,2020,May,Friday,1,Suicide-related,Yes,Yes,NSA,NSA
170821,2020,May,Friday,8,Person in Crisis,No,No,NSA,NSA
170822,2020,May,Friday,23,Person in Crisis,No,No,NSA,NSA
170823,2020,May,Friday,19,Suicide-related,Yes,No,NSA,NSA
170824,2020,May,Friday,3,Person in Crisis,Yes,Yes,NSA,NSA
170825,2020,May,Friday,18,Person in Crisis,No,No,NSA,NSA
170826,2020,May,Friday,23,Person in Crisis,No,No,NSA,NSA
170827,2020,May,Friday,12,Suicide-related,No,No,NSA,NSA
170828,2020,May,Friday,2,Person in Crisis,No,No,NSA,NSA
170829,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170830,2020,May,Friday,11,Suicide-related,Yes,No,NSA,NSA
170831,2020,May,Friday,16,Person in Crisis,No,No,NSA,NSA
170832,2020,May,Friday,10,Overdose,No,No,NSA,NSA
170833,2020,May,Friday,9,Person in Crisis,Yes,No,NSA,NSA
170834,2020,May,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
170835,2020,May,Friday,23,Person in Crisis,No,No,NSA,NSA
170836,2020,May,Friday,22,Overdose,No,No,NSA,NSA
170837,2020,May,Friday,16,Suicide-related,No,No,NSA,NSA
170838,2020,May,Friday,7,Overdose,No,No,NSA,NSA
170839,2020,May,Friday,5,Person in Crisis,No,No,NSA,NSA
170840,2020,May,Friday,11,Overdose,Yes,No,NSA,NSA
170841,2020,May,Friday,20,Person in Crisis,No,No,NSA,NSA
170842,2020,May,Friday,13,Person in Crisis,No,No,NSA,NSA
170843,2020,May,Friday,14,Person in Crisis,No,No,NSA,NSA
170844,2020,May,Friday,18,Person in Crisis,Yes,No,NSA,NSA
170845,2020,May,Friday,12,Suicide-related,No,No,NSA,NSA
170846,2020,May,Friday,11,Person in Crisis,Yes,No,NSA,NSA
170847,2020,May,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
170848,2020,May,Friday,0,Suicide-related,No,No,NSA,NSA
170849,2020,May,Friday,1,Suicide-related,Yes,No,NSA,NSA
170850,2020,May,Friday,17,Person in Crisis,No,No,NSA,NSA
170851,2020,May,Friday,17,Person in Crisis,No,No,NSA,NSA
170852,2020,May,Friday,15,Suicide-related,Yes,Yes,NSA,NSA
171499,2020,May,Saturday,9,Person in Crisis,No,No,NSA,NSA
171500,2020,May,Saturday,20,Person in Crisis,Yes,No,NSA,NSA
171501,2020,May,Saturday,19,Person in Crisis,No,No,NSA,NSA
171502,2020,May,Saturday,14,Person in Crisis,Yes,No,NSA,NSA
171503,2020,May,Saturday,21,Suicide-related,Yes,Yes,NSA,NSA
171504,2020,May,Saturday,6,Person in Crisis,No,No,NSA,NSA
171505,2020,May,Saturday,12,Suicide-related,Yes,No,NSA,NSA
171506,2020,May,Saturday,12,Person in Crisis,No,No,NSA,NSA
171507,2020,May,Saturday,22,Person in Crisis,No,No,NSA,NSA
171508,2020,May,Saturday,21,Overdose,Yes,No,NSA,NSA
171509,2020,May,Saturday,12,Suicide-related,Yes,No,NSA,NSA
171510,2020,May,Saturday,11,Suicide-related,Yes,Yes,NSA,NSA
171511,2020,May,Saturday,11,Person in Crisis,No,No,NSA,NSA
171512,2020,May,Saturday,11,Person in Crisis,No,No,NSA,NSA
171513,2020,May,Saturday,9,Suicide-related,No,No,NSA,NSA
171514,2020,May,Saturday,19,Overdose,No,No,NSA,NSA
171515,2020,May,Saturday,23,Person in Crisis,No,No,NSA,NSA
171516,2020,May,Saturday,21,Overdose,Yes,No,NSA,NSA
171517,2020,May,Saturday,18,Suicide-related,No,No,NSA,NSA
171518,2020,May,Saturday,12,Person in Crisis,No,No,NSA,NSA
171519,2020,May,Saturday,16,Suicide-related,Yes,Yes,NSA,NSA
171520,2020,May,Saturday,19,Suicide-related,No,No,NSA,NSA
171521,2020,May,Saturday,21,Person in Crisis,No,No,NSA,NSA
171522,2020,May,Saturday,23,Overdose,No,No,NSA,NSA
171523,2020,May,Saturday,22,Person in Crisis,Yes,Yes,NSA,NSA
171524,2020,May,Saturday,12,Overdose,No,No,NSA,NSA
171525,2020,May,Saturday,14,Person in Crisis,Yes,Yes,NSA,NSA
171526,2020,May,Saturday,3,Person in Crisis,No,No,NSA,NSA
171527,2020,May,Saturday,4,Person in Crisis,Yes,No,NSA,NSA
171528,2020,May,Saturday,0,Person in Crisis,No,No,NSA,NSA
171529,2020,May,Saturday,8,Person in Crisis,No,No,NSA,NSA
171530,2020,May,Saturday,12,Person in Crisis,No,No,NSA,NSA
171531,2020,May,Saturday,5,Person in Crisis,No,No,NSA,NSA
171532,2020,May,Saturday,21,Person in Crisis,No,No,NSA,NSA
171533,2020,May,Saturday,23,Overdose,No,No,NSA,NSA
171534,2020,May,Saturday,21,Person in Crisis,Yes,Yes,NSA,NSA
171535,2020,May,Saturday,21,Suicide-related,No,No,NSA,NSA
171536,2020,May,Saturday,16,Overdose,No,No,NSA,NSA
171537,2020,May,Saturday,10,Suicide-related,Yes,No,NSA,NSA
171538,2020,May,Saturday,23,Overdose,Yes,No,NSA,NSA
171539,2020,May,Saturday,7,Person in Crisis,Yes,Yes,NSA,NSA
171540,2020,May,Saturday,13,Person in Crisis,Yes,Yes,NSA,NSA
171541,2020,May,Saturday,4,Suicide-related,No,No,NSA,NSA
171542,2020,May,Saturday,1,Overdose,No,No,NSA,NSA
171543,2020,May,Saturday,0,Suicide-related,No,No,NSA,NSA
171544,2020,May,Saturday,7,Suicide-related,Yes,No,NSA,NSA
171545,2020,May,Saturday,22,Person in Crisis,No,No,NSA,NSA
171546,2020,May,Saturday,10,Suicide-related,No,No,NSA,NSA
171547,2020,May,Saturday,3,Overdose,Yes,Yes,NSA,NSA
171548,2020,May,Saturday,0,Suicide-related,No,No,NSA,NSA
171549,2020,May,Saturday,8,Person in Crisis,No,No,NSA,NSA
171550,2020,May,Saturday,12,Person in Crisis,Yes,Yes,NSA,NSA
171551,2020,May,Saturday,9,Person in Crisis,No,No,NSA,NSA
171552,2020,May,Saturday,1,Person in Crisis,Yes,Yes,NSA,NSA
171553,2020,May,Saturday,21,Person in Crisis,No,No,NSA,NSA
171554,2020,May,Saturday,0,Person in Crisis,No,No,NSA,NSA
171555,2020,May,Saturday,4,Suicide-related,Yes,No,NSA,NSA
171556,2020,May,Saturday,19,Person in Crisis,Yes,Yes,NSA,NSA
171557,2020,May,Saturday,22,Person in Crisis,Yes,No,NSA,NSA
171558,2020,May,Saturday,15,Person in Crisis,No,No,NSA,NSA
171559,2020,May,Saturday,7,Person in Crisis,No,No,NSA,NSA
171560,2020,May,Saturday,15,Overdose,Yes,No,NSA,NSA
171561,2020,May,Saturday,12,Person in Crisis,No,No,NSA,NSA
171562,2020,May,Saturday,22,Overdose,Yes,Yes,NSA,NSA
171563,2020,May,Saturday,23,Overdose,Yes,No,NSA,NSA
171564,2020,May,Saturday,19,Person in Crisis,No,No,NSA,NSA
171565,2020,May,Saturday,11,Suicide-related,Yes,Yes,NSA,NSA
171566,2020,May,Saturday,7,Overdose,Yes,No,NSA,NSA
171567,2020,May,Saturday,13,Person in Crisis,No,No,NSA,NSA
171568,2020,May,Saturday,4,Person in Crisis,No,No,NSA,NSA
171569,2020,May,Saturday,16,Person in Crisis,Yes,Yes,NSA,NSA
171570,2020,May,Saturday,11,Person in Crisis,Yes,Yes,NSA,NSA
171571,2020,May,Saturday,2,Suicide-related,Yes,Yes,NSA,NSA
171572,2020,May,Saturday,23,Suicide-related,No,No,NSA,NSA
171573,2020,May,Saturday,16,Person in Crisis,Yes,Yes,NSA,NSA
171574,2020,May,Saturday,20,Suicide-related,Yes,No,NSA,NSA
171575,2020,May,Saturday,15,Suicide-related,No,No,NSA,NSA
171576,2020,May,Saturday,6,Suicide-related,Yes,Yes,NSA,NSA
171577,2020,May,Saturday,15,Person in Crisis,Yes,Yes,NSA,NSA
171578,2020,May,Saturday,1,Suicide-related,Yes,Yes,NSA,NSA
171579,2020,May,Saturday,4,Person in Crisis,No,No,NSA,NSA
171580,2020,May,Saturday,0,Person in Crisis,Yes,No,NSA,NSA
171581,2020,May,Saturday,23,Suicide-related,Yes,Yes,NSA,NSA
171582,2020,May,Saturday,13,Suicide-related,No,No,NSA,NSA
171583,2020,May,Saturday,15,Person in Crisis,Yes,Yes,NSA,NSA
171584,2020,May,Saturday,8,Person in Crisis,No,No,NSA,NSA
171585,2020,May,Saturday,13,Suicide-related,Yes,Yes,NSA,NSA
171586,2020,May,Saturday,0,Person in Crisis,Yes,No,NSA,NSA
171587,2020,May,Saturday,16,Person in Crisis,No,No,NSA,NSA
171588,2020,May,Saturday,9,Overdose,Yes,No,NSA,NSA
171589,2020,May,Saturday,0,Person in Crisis,No,No,NSA,NSA
171590,2020,May,Saturday,20,Overdose,Yes,No,NSA,NSA
171591,2020,May,Saturday,12,Person in Crisis,No,No,NSA,NSA
171592,2020,May,Saturday,22,Suicide-related,No,No,NSA,NSA
171593,2020,May,Saturday,1,Overdose,No,No,NSA,NSA
171594,2020,May,Saturday,10,Overdose,No,No,NSA,NSA
171793,2020,June,Tuesday,22,Person in Crisis,No,No,NSA,NSA
171794,2020,June,Tuesday,11,Person in Crisis,No,No,NSA,NSA
171795,2020,June,Tuesday,16,Person in Crisis,No,No,NSA,NSA
171796,2020,June,Tuesday,17,Person in Crisis,Yes,No,NSA,NSA
171797,2020,June,Tuesday,14,Person in Crisis,No,No,NSA,NSA
171798,2020,June,Tuesday,23,Person in Crisis,No,No,NSA,NSA
171799,2020,June,Tuesday,12,Person in Crisis,Yes,Yes,NSA,NSA
171800,2020,June,Tuesday,17,Suicide-related,Yes,Yes,NSA,NSA
171801,2020,June,Tuesday,15,Person in Crisis,No,No,NSA,NSA
171802,2020,June,Tuesday,17,Person in Crisis,No,No,NSA,NSA
171803,2020,June,Tuesday,12,Person in Crisis,Yes,Yes,NSA,NSA
171804,2020,June,Tuesday,2,Person in Crisis,No,No,NSA,NSA
171805,2020,June,Tuesday,13,Person in Crisis,No,No,NSA,NSA
171806,2020,June,Tuesday,5,Suicide-related,Yes,Yes,NSA,NSA
171807,2020,June,Tuesday,10,Person in Crisis,No,No,NSA,NSA
171808,2020,June,Tuesday,23,Person in Crisis,No,No,NSA,NSA
171809,2020,June,Tuesday,17,Person in Crisis,No,No,NSA,NSA
171810,2020,June,Tuesday,17,Person in Crisis,Yes,Yes,NSA,NSA
171811,2020,June,Tuesday,7,Person in Crisis,No,No,NSA,NSA
171812,2020,June,Tuesday,19,Person in Crisis,No,No,NSA,NSA
171813,2020,June,Tuesday,17,Person in Crisis,No,No,NSA,NSA
171814,2020,June,Tuesday,19,Suicide-related,Yes,Yes,NSA,NSA
171815,2020,June,Tuesday,8,Overdose,No,No,NSA,NSA
171816,2020,June,Tuesday,0,Person in Crisis,Yes,No,NSA,NSA
171817,2020,June,Tuesday,12,Person in Crisis,No,No,NSA,NSA
171818,2020,June,Tuesday,14,Person in Crisis,No,No,NSA,NSA
171819,2020,June,Tuesday,19,Person in Crisis,No,No,NSA,NSA
171820,2020,June,Tuesday,23,Suicide-related,Yes,Yes,NSA,NSA
171821,2020,June,Tuesday,14,Person in Crisis,Yes,No,NSA,NSA
171822,2020,June,Tuesday,4,Person in Crisis,Yes,Yes,NSA,NSA
171823,2020,June,Tuesday,16,Overdose,No,No,NSA,NSA
